Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,RiskPerTradePct,MaxDailyLossPct,MaxWeeklyLossPct,AsianOpenHour,NYOpenHour,NYCloseHour,MinutesBeforeNYClose,AggressiveTrailHoursBeforeClose,NewsWindowMinutes,ATR_Period,ATR_Multiplier,PartialTakeProfitRR,ExtendedTakeProfitRR,NY_Precision_ADX_Level
9920,15.15,576557.61,3895.65953,2.45598,4.76888,15.15023,0,15.79,148,3.15,4.4,5,9,115,17,15,5,192,93,1.65,4.68,38.88,96
5742,10.27,501383.25,3277.01471,1.96507,3.98041,10.27342,0,15.79,153,2.9,7,5,9,128,21,15,2,57,90,1.5,4.44,47.52,144
11370,-0.18,-2512.52,-6.54302,0.98712,-0.05817,-0.17977,0,15.81,384,0.5,2,17,1,15,17,15,2,46,14,1.5,6.96,7.2,198
11460,-0.18,-2512.52,-6.54302,0.98712,-0.05817,-0.17977,0,15.81,384,0.5,2,17,1,15,17,15,2,30,14,1.5,6.96,7.2,198
11506,-0.18,-2512.52,-6.54302,0.98712,-0.05817,-0.17977,0,15.81,384,0.5,2,17,1,15,17,15,2,78,14,1.5,6.96,7.2,198
11933,-0.18,-2512.52,-6.54302,0.98712,-0.05817,-0.17977,0,15.81,384,0.5,2,17,1,15,17,15,2,30,14,1.5,6.96,7.2,150
9962,-0.48,-6774.60,-16.93650,0.96634,-0.15762,-0.48296,0,15.81,400,0.5,2,12.5,1,16,17,15,2,30,14,1.5,6.96,7.2,198
4067,8.37,220376.03,807.23821,1.33553,3.00193,8.36706,0,15.82,273,2.9,17.2,5.5,9,115,17,15,2,120,48,1.65,1.44,4.8,87
6455,-0.37,-5078.29,-13.36392,0.97400,-0.11699,-0.36546,0,15.82,380,0.5,2,17,1,15,17,15,2,30,14,1.5,6.96,8.16,171
7748,14.84,449058.57,3563.95691,2.22456,3.61303,14.84148,0,15.82,126,3.3,3.6,5,9,128,17,15,2,110,91,1.5,5.4,5.76,192
9156,10.69,273703.40,1303.34952,1.54346,2.79882,10.69149,0,15.82,210,3.15,4.4,5,9,64,17,15,18,192,110,1.5,5.4,5.76,144
3712,6.85,254665.68,1430.70607,1.53250,3.03693,6.84558,0,15.82,178,2.9,17.2,5.5,9,115,17,15,2,113,32,1.5,6.96,9.12,144
6583,11.32,279208.60,2820.28889,2.07974,3.46753,11.31805,0,15.82,99,2.9,2.6,5,9,128,17,142,2,110,91,1.5,4.44,47.52,177
6466,10.19,369232.10,2862.26434,1.89504,3.44258,10.18580,0,15.82,129,3.25,4.4,5,9,115,17,15,2,110,24,1.65,11.16,5.76,192
6038,8.21,285846.52,1775.44422,1.61394,3.30766,8.20709,0,15.83,161,2.95,17.2,5.5,9,35,17,142,2,110,83,1.5,10.92,18.72,204
5022,11.03,204586.05,878.05172,1.88002,4.33301,11.02876,0,15.83,233,1.3,2.2,5,9,115,17,15,2,61,30,1.5,2.04,12.48,99
5752,12.34,544423.30,3861.15816,2.42190,4.48732,12.34344,0,15.83,141,2.9,7.2,5,9,64,18,15,2,126,112,1.5,8.28,48,264
5707,12.34,544423.30,3861.15816,2.42190,4.48732,12.34344,0,15.83,141,2.9,7.2,5,9,64,18,15,2,46,112,1.5,8.28,48,216
5990,12.34,544423.30,3861.15816,2.42190,4.48732,12.34344,0,15.83,141,2.9,7.2,5,9,115,18,15,2,126,112,1.5,8.28,48,264
6140,12.34,544423.30,3861.15816,2.42190,4.48732,12.34344,0,15.83,141,2.9,7.2,5,9,64,18,15,2,126,112,1.5,8.28,48,216
8672,9.72,276922.24,1619.42830,1.56960,2.81066,9.72215,0,15.84,171,3.15,4.4,5,9,115,17,15,5,192,110,1.5,4.68,4.8,120
5349,3.42,41318.92,196.75676,1.19624,0.75379,3.41543,0,15.84,210,2.9,4.4,5,9,115,17,142,2,121,93,3.9,1.32,24,204
5694,10.55,466196.79,2774.98089,1.98563,4.47339,10.54694,0,15.84,168,2.9,17.2,5.5,9,115,18,15,2,126,88,1.5,5.04,17.76,225
6137,-0.65,-7341.92,-107.96941,0.80800,-0.17165,-0.64512,0,15.84,68,0.5,9,10.5,7,57,32,15,2,270,15,2.4,10.8,18.24,60
6041,11.93,407024.16,2928.23137,1.97249,3.47548,11.92734,0,15.85,139,3.15,4.4,5,9,64,17,15,2,192,46,1.65,4.68,8.16,168
4010,9.49,421341.13,2827.79282,1.99909,4.28846,9.48742,0,15.86,149,3.4,3.6,41,9,16,17,15,2,110,22,1.65,7.68,9.6,141
719,3.99,269548.03,3063.04580,2.01755,2.75107,3.98791,0,15.87,88,1.8,19.8,27.5,3,26,155,33,12,53,47,1.65,10.92,5.76,192
5735,8.12,225320.92,766.39769,1.35898,3.05031,8.11827,0,15.87,294,3.15,7,7,9,16,17,63,2,110,91,1.5,1.2,8.64,177
6270,8.60,257495.42,1879.52861,1.81666,2.82937,8.60034,0,15.87,137,2.9,4.4,5,9,16,17,15,2,286,25,1.65,4.44,25.92,129
1028,0.27,5771.20,320.62222,1.30974,0.13295,0.26807,0,15.87,18,0.95,2.4,23,10,113,57,127,18,69,49,3,11.52,26.4,183
10694,2.79,54259.69,205.52913,1.18868,0.94480,2.78974,0,15.88,264,2.85,9,5,7,41,17,15,9,270,128,3.15,6.84,19.2,219
5285,12.37,516711.63,3131.58564,2.14279,4.70169,12.37203,0,15.89,165,2.9,11.6,6,9,35,17,142,2,47,91,1.5,4.44,13.92,207
4607,-2.95,-28970.73,-295.61969,0.46267,-0.71819,-2.94752,0,15.90,98,0.5,11.4,38,0,55,81,15,2,46,15,2.85,8.88,5.76,126
10717,13.33,363565.73,2634.53428,1.89850,3.13512,13.33167,0,15.90,138,3.15,3.6,5,9,43,17,15,2,192,110,1.5,3.12,6.24,144
7413,12.33,374447.21,3069.23943,2.09139,3.40326,12.33411,0,15.90,122,3.25,3.6,5,9,43,17,15,2,110,112,1.5,4.44,20.16,225
9050,15.11,486010.33,3888.08264,2.29091,3.68006,15.11390,0,15.90,125,3.15,4.4,5,9,64,17,15,2,192,94,1.5,5.04,6.24,225
4295,0.21,2880.39,8.22969,1.01528,0.06515,0.20650,0,15.91,350,0.5,2,5,0,14,17,15,2,157,14,1.5,6.84,27.84,30
6766,11.46,434000.56,2932.43622,2.08629,3.50554,11.46227,0,15.91,148,2.9,3.6,5,9,32,17,15,2,286,24,1.65,5.4,17.76,132
2243,3.16,76243.31,138.62420,1.16710,1.64121,3.16301,0,15.91,550,1.7,5.8,18,5,51,17,88,19,296,112,1.5,1.56,27.84,183
6459,12.80,542498.13,4018.50467,2.73020,4.29858,12.79818,0,15.93,135,2.95,4.4,5,9,64,18,15,2,110,64,1.65,8.16,48,48
9708,11.95,360090.25,2857.85913,1.95785,3.29070,11.94790,0,15.94,126,3.15,4.4,5,9,16,17,15,2,192,125,1.5,5.04,6.24,177
6135,6.73,378698.41,1745.15396,1.60458,3.17737,6.73433,0,15.94,217,2.5,8.6,8.5,7,120,17,15,2,166,63,1.8,7.08,19.2,45
3326,10.11,614080.47,3430.61715,2.03288,4.53566,10.10542,0,15.95,179,2.9,7,7,8,104,17,15,2,57,90,1.5,5.04,17.76,177
3645,10.11,614080.47,3430.61715,2.03288,4.53566,10.10542,0,15.95,179,2.9,7,7,8,115,17,15,2,57,90,1.5,5.04,17.76,177
3767,10.11,614080.47,3430.61715,2.03288,4.53566,10.10542,0,15.95,179,2.9,7,7,8,23,17,15,2,57,90,1.5,5.04,17.76,177
265,-1.62,-24008.75,-1500.54688,0.27395,-0.58387,-1.61983,0,15.97,16,1.75,5.2,26.5,0,106,72,16,6,117,30,13.35,5.4,16.8,150
6186,9.48,324994.03,2083.29506,1.68640,3.26420,9.47988,0,15.98,156,2.95,17.2,5.5,9,49,17,142,2,110,112,1.5,10.2,5.76,249
9136,14.54,427344.82,3338.63141,1.99162,3.31635,14.53951,0,15.98,128,3.4,3.6,5,9,80,17,15,2,192,77,1.65,5.04,4.8,168
1072,-0.03,-7497.88,-1249.64667,0.69075,-0.17517,-0.03491,0,15.99,6,3.35,16.6,8.5,7,74,156,103,8,252,72,14.85,10.08,47.52,147
3416,8.53,258198.11,974.33249,1.42703,3.36499,8.52811,0,15.99,265,2.9,17.2,5.5,9,115,17,15,2,110,27,1.65,1.44,12.48,138
920,-3.78,-26756.77,-273.02827,0.41635,-0.65580,-3.78306,0,16.00,98,0.5,11.6,6,1,108,57,19,14,267,20,3.15,2.88,35.52,177
5568,10.54,463033.58,2707.79871,1.95055,4.27581,10.54270,0,16.00,171,2.9,7,7,9,16,17,15,2,57,137,1.5,5.04,17.76,264
8291,12.68,419022.44,3462.99537,2.28746,3.86971,12.67699,0,16.00,121,3.15,3.4,5,9,129,17,127,2,192,77,1.5,11.16,18.72,177
4823,6.19,240239.60,1284.70374,1.49022,2.95054,6.18648,0,16.00,187,2.9,7,7,9,35,17,15,2,118,33,1.5,6.96,5.76,48
1099,-0.01,-83.59,-0.77398,0.99852,-0.00200,-0.00535,0,16.01,108,0.5,13.2,35,0,140,46,120,13,135,93,1.5,4.44,35.04,183
7851,13.45,397486.55,3456.40478,2.19525,3.21886,13.45105,0,16.02,115,3.4,3.6,5,9,128,17,15,2,192,77,1.65,4.32,12.48,168
11733,15.33,564960.59,3716.84599,2.26022,3.63184,15.33262,0,16.03,152,3.15,3.4,5,9,32,18,18,2,192,93,1.65,4.68,5.28,81
10379,3.25,66726.67,317.74605,1.23373,1.10368,3.25318,0,16.03,210,1.7,5.4,5,7,120,17,30,2,166,63,2.25,9.84,4.8,195
11605,3.15,67465.28,321.26324,1.23603,1.11324,3.15186,0,16.03,210,1.7,5.4,5,7,27,17,30,2,166,63,2.25,9.84,8.16,51
10185,14.52,464341.32,3316.72371,2.05094,4.40721,14.51768,0,16.03,140,3.15,4.2,5,9,80,17,127,2,190,110,1.5,5.04,4.8,168
11424,3.20,68649.31,326.90148,1.23929,1.12854,3.19996,0,16.03,210,1.7,5.4,5,7,27,17,30,2,166,63,2.25,9.84,8.64,99
11437,3.20,68649.31,326.90148,1.23929,1.12854,3.19996,0,16.03,210,1.7,5.4,5,7,88,17,30,2,166,63,2.25,9.84,8.64,51
8450,2.60,56195.93,267.59967,1.19988,0.96136,2.60138,0,16.03,210,1.7,5.4,5,7,24,17,15,2,166,63,2.25,9.84,12.48,195
9782,2.60,56195.93,267.59967,1.19988,0.96136,2.60138,0,16.03,210,1.7,5.4,5,7,24,17,15,2,166,63,2.25,9.84,12.48,45
9744,2.89,58728.90,274.43411,1.20543,0.99637,2.88973,0,16.03,214,1.65,14.4,5,7,24,17,15,2,166,63,2.25,9.84,4.8,90
11073,2.99,65896.01,310.83024,1.22231,1.09254,2.99438,0,16.03,212,1.7,8.6,5,7,72,17,15,2,166,63,2.25,9.84,8.64,99
11034,3.01,65275.25,310.83452,1.22553,1.08396,3.01190,0,16.04,210,1.7,5.4,5,7,72,17,15,2,166,63,2.25,9.84,8.64,99
11300,3.01,65275.25,310.83452,1.22553,1.08396,3.01190,0,16.04,210,1.7,5.4,5,7,24,17,15,2,166,63,2.25,9.84,8.64,99
11384,3.01,65275.25,310.83452,1.22553,1.08396,3.01190,0,16.04,210,1.7,5.4,5,7,40,17,15,2,166,63,2.25,9.84,8.64,198
11354,3.01,65275.25,310.83452,1.22553,1.08396,3.01190,0,16.04,210,1.7,5.4,5,7,136,17,15,2,166,63,2.25,9.84,8.64,99
11631,3.01,65275.25,310.83452,1.22553,1.08396,3.01190,0,16.04,210,1.7,5.4,5,7,27,17,15,2,166,63,2.25,11.76,8.64,198
11920,3.01,65275.25,310.83452,1.22553,1.08396,3.01190,0,16.04,210,1.7,5.4,5,7,24,17,15,2,166,63,2.25,11.76,8.64,99
12163,3.01,65275.25,310.83452,1.22553,1.08396,3.01190,0,16.04,210,1.7,5.4,5,7,27,17,15,2,166,63,2.25,11.76,8.64,54
9267,2.97,62428.01,294.47175,1.21199,1.04603,2.97091,0,16.04,212,1.7,14.4,5,7,88,17,15,2,166,63,2.25,9.84,4.8,195
11647,3.08,64855.13,308.83395,1.22709,1.07825,3.07691,0,16.04,210,1.7,5.4,5,7,27,17,31,2,214,63,2.25,9.84,8.64,99
11809,3.08,64855.13,308.83395,1.22709,1.07825,3.07691,0,16.04,210,1.7,5.4,5,7,120,17,31,2,166,63,2.25,11.76,8.64,198
11796,3.08,64855.13,308.83395,1.22709,1.07825,3.07691,0,16.04,210,1.7,5.4,5,7,75,17,31,2,166,63,2.25,9.84,8.64,99
11905,3.08,64855.13,308.83395,1.22709,1.07825,3.07691,0,16.04,210,1.7,5.4,5,7,24,17,31,2,166,63,2.25,9.84,8.64,99
7226,4.83,105347.38,466.13885,1.39353,1.55181,4.83400,0,16.04,226,1.3,14.4,5,7,24,17,15,2,142,62,1.8,6.96,47.52,45
7281,5.09,110185.78,462.96546,1.37950,1.60121,5.09365,0,16.04,238,1.3,14.4,5,7,24,17,15,2,158,62,1.8,8.88,8.64,99
9522,5.20,115554.90,502.41261,1.41019,1.65454,5.19671,0,16.04,230,1.3,14.4,5,7,120,17,15,2,158,62,1.8,8.76,11.52,51
9359,2.56,56412.65,263.61051,1.19263,0.96339,2.55583,0,16.04,214,1.7,8.6,5,7,24,17,15,2,158,62,2.25,9.84,12.48,45
149,-0.20,-10352.43,-862.70250,0.72017,-0.25596,-0.19700,0,16.05,12,3,16.4,21,4,86,131,148,10,172,19,10.95,4.32,12,48
11383,3.02,63522.34,302.48733,1.22302,1.06008,3.01605,0,16.05,210,1.7,5.4,5,7,27,17,30,2,166,64,2.25,9.84,8.64,99
10253,2.11,42710.40,169.48571,1.13988,0.76336,2.10947,0,16.05,252,1.7,14.4,5,7,24,17,15,5,166,63,2.25,9.84,8.64,99
4838,7.80,212537.78,694.56791,1.34845,2.87786,7.79894,0,16.05,306,2.9,7,6.5,9,33,17,142,2,118,33,1.5,1.2,46.56,204
4892,11.22,452961.30,3712.79754,2.34110,3.76609,11.21984,0,16.05,122,3.4,3.6,41,9,16,17,15,2,192,62,1.65,12,47.04,168
6995,11.59,360202.37,2976.87909,1.96320,3.08602,11.59025,0,16.06,121,3.25,4.4,5,9,64,17,15,2,110,88,1.5,4.44,47.52,225
6951,11.85,417823.39,3571.14009,2.35459,3.79789,11.84912,0,16.07,117,2.95,4.4,5,9,64,17,142,2,110,64,1.65,12,24,204
5195,11.98,547163.54,3697.05095,2.30139,4.53187,11.98159,0,16.07,148,2.9,17.2,5.5,9,35,17,142,2,110,67,1.65,6.24,16.32,255
5741,11.98,547163.54,3697.05095,2.30139,4.53187,11.98159,0,16.07,148,2.9,17.2,5.5,9,115,17,142,2,110,67,1.65,6.24,16.32,255
3600,7.23,364342.89,1726.74356,1.55122,3.39085,7.22664,0,16.07,211,2.9,17.2,5.5,8,71,17,15,2,110,16,1.5,4.68,46.56,69
541,1.27,32758.22,1489.01000,1.80897,0.73741,1.27053,0,16.08,22,2.5,3,34.5,1,14,97,85,12,137,18,8.7,2.88,24.48,60
10548,12.13,364874.55,2624.99676,1.86225,3.14571,12.13168,0,16.10,139,3.15,3.4,5,9,43,17,30,2,270,110,1.5,4.92,4.8,225
4185,11.27,434813.89,2957.91762,2.05298,3.87310,11.26643,0,16.10,147,3.4,3.6,41,9,129,17,15,2,192,46,1.65,4.68,8.16,168
5233,11.27,434813.89,2957.91762,2.05298,3.87310,11.26643,0,16.10,147,3.4,3.6,41,9,64,17,15,2,192,46,1.65,4.68,8.16,168
10114,3.50,61332.00,273.80357,1.26725,1.02611,3.50080,0,16.11,224,1.25,11.2,5,7,136,17,15,2,38,129,1.95,6.96,11.52,51
11115,12.01,331039.88,2546.46062,1.92468,2.99812,12.01079,0,16.12,130,3.15,3.4,5,9,65,17,30,2,271,125,1.5,5.04,6.24,177
5501,12.24,567347.12,3782.31413,2.40385,4.67908,12.23678,0,16.13,150,2.9,11.6,6,9,35,18,15,2,46,91,1.5,6.96,48,216
5898,11.56,520011.46,3132.59916,2.18214,4.57129,11.56016,0,16.13,166,2.9,11.6,6,9,35,18,15,2,46,91,1.5,4.44,48,216
944,-1.01,-19707.94,-1231.74625,0.39822,-0.47252,-1.01429,0,16.13,16,1.95,10.8,34,1,59,89,142,5,256,75,10.65,2.28,43.68,216
7097,14.47,459949.13,3565.49713,2.22828,3.55576,14.46987,0,16.13,129,3.25,3.6,5.5,9,115,17,15,2,46,91,1.5,5.4,5.76,168
7185,14.47,459949.13,3565.49713,2.22828,3.55576,14.46987,0,16.13,129,3.25,3.6,5.5,9,115,17,15,2,110,91,1.5,5.4,5.76,144
8404,14.47,459949.13,3565.49713,2.22828,3.55576,14.46987,0,16.13,129,3.25,3.6,5.5,9,115,17,15,2,110,91,1.5,5.4,5.76,168
3707,8.21,214331.10,860.76747,1.39210,2.93562,8.20953,0,16.14,249,2.9,4.4,5,9,64,17,15,2,286,14,1.5,1.2,24,84
5791,12.18,618366.14,3473.96708,1.95377,3.70334,12.17944,0,16.15,178,2.9,4.4,5,9,112,21,15,2,118,93,1.65,4.68,4.8,180
4211,7.06,285659.87,2249.29032,1.56375,3.31368,7.05875,0,16.15,127,3.7,7,7,8,15,17,15,2,112,107,1.65,4.68,8.16,168
7616,3.57,65605.43,300.94234,1.27571,1.07843,3.57443,0,16.16,218,1.3,14.4,5,7,24,17,15,2,158,126,1.95,9.84,12.48,45
3620,8.80,283005.58,1071.99083,1.45900,3.56101,8.80435,0,16.17,264,2.9,17.2,5.5,9,115,17,15,2,286,21,1.5,1.56,12.48,138
4117,11.65,495697.04,3304.64693,2.21651,4.15711,11.64994,0,16.17,150,2.9,11.6,6,9,112,18,15,2,46,112,1.5,8.28,48,264
4585,11.65,495697.04,3304.64693,2.21651,4.15711,11.64994,0,16.17,150,2.9,11.6,6,9,64,18,15,2,46,112,1.5,8.28,48,264
4994,11.65,495697.04,3304.64693,2.21651,4.15711,11.64994,0,16.17,150,2.9,11.6,6,9,35,18,15,2,46,112,1.5,8.28,48,264
5443,11.65,495697.04,3304.64693,2.21651,4.15711,11.64994,0,16.17,150,2.9,11.6,6,9,48,18,15,2,46,112,1.5,8.28,48,264
5757,11.83,491341.91,3666.73067,2.27870,4.20261,11.82701,0,16.18,134,3.05,17.2,5.5,9,35,18,15,2,126,115,1.5,8.28,48,264
350,-1.35,-20380.76,-1132.26444,0.46962,-0.50078,-1.35404,0,16.19,18,2.1,13.8,5,5,57,45,49,17,147,80,9.45,4.68,47.52,102
200,-0.57,-23682.49,-1973.54083,0.39905,-0.58412,-0.57389,0,16.20,12,2.75,9,27.5,5,57,126,110,11,78,88,13.05,5.16,15.84,90
5559,7.63,172928.74,711.64091,1.25813,2.29872,7.62714,0,16.20,243,3.4,3.6,5,9,64,17,127,2,192,29,1.5,1.56,4.8,66
6877,14.13,569515.98,3900.79438,2.52768,4.25965,14.13236,0,16.20,146,2.9,4.4,5,9,64,18,18,2,110,112,1.5,5.04,17.76,264
6428,13.16,510781.14,4441.57513,2.42297,3.96348,13.16356,0,16.22,115,3.25,4.4,5,9,16,17,15,2,110,32,1.65,11.16,26.4,81
1752,0.87,20637.73,687.92433,1.43312,0.47425,0.87206,0,16.22,30,1.7,5.8,18,5,51,96,42,4,296,88,3.15,4.2,10.56,237
6726,5.59,357646.60,3649.45510,1.88802,3.21430,5.59313,0,16.22,98,2.9,4.4,5,9,16,129,15,2,118,93,1.65,4.68,8.16,168
269,-2.31,-20666.31,-738.08250,0.41392,-0.49698,-2.30591,0,16.22,28,1.1,4.2,45.5,2,140,145,29,5,87,89,8.55,7.2,23.04,120
5214,10.50,316953.03,2365.32112,1.86675,2.88318,10.49520,0,16.24,134,2.9,4.4,5,9,64,17,15,2,286,133,1.5,4.44,25.92,129
8500,13.66,425766.63,3489.89041,2.19016,3.53748,13.65588,0,16.24,122,3.25,3.6,5.5,9,112,17,18,2,110,112,1.5,5.04,17.76,132
8622,13.66,425766.63,3489.89041,2.19016,3.53748,13.65588,0,16.24,122,3.25,3.6,5.5,9,123,17,18,2,110,112,1.5,5.04,17.76,132
2103,0.63,10224.80,393.26154,1.30919,0.23274,0.62520,0,16.25,26,1.55,5,5,9,64,105,149,18,171,14,3.75,2.88,8.64,45
458,0.16,4787.48,299.21750,1.12990,0.10959,0.16103,0,16.25,16,3.65,2.8,50,9,92,127,63,17,136,24,13.05,1.8,19.2,195
968,0.16,4787.48,299.21750,1.12990,0.10959,0.16103,0,16.25,16,3.65,2.8,50,9,56,127,63,17,136,24,13.05,1.8,19.2,195
2735,0.34,4756.20,13.13867,1.02436,0.10406,0.34367,0,16.26,362,0.5,2,5,0,14,17,15,2,30,14,1.5,6.96,12.96,30
6532,9.41,288250.55,1619.38511,1.79543,2.75702,9.41414,0,16.27,178,2.1,4.4,5,9,16,17,15,2,46,27,1.65,11.16,5.76,192
6720,13.79,544199.70,4691.37672,2.46762,4.12522,13.79297,0,16.27,116,2.9,4.4,5,9,16,18,15,2,126,91,1.5,4.44,18.24,216
53,-0.33,-28022.22,-2802.22200,0.30496,-0.68830,-0.33285,0,16.27,10,4.3,16.6,18,6,42,83,76,11,262,25,13.5,11.28,16.32,138
5576,8.79,391811.58,2201.18865,1.82779,3.69260,8.78868,0,16.29,178,2.9,7,7,9,131,17,15,2,57,25,1.5,5.64,17.76,225
6938,13.91,559826.29,3860.87097,2.35447,4.20324,13.91402,0,16.30,145,2.9,4.4,5,9,35,18,15,2,46,91,1.5,5.4,17.76,216
7133,13.91,559826.29,3860.87097,2.35447,4.20324,13.91402,0,16.30,145,2.9,4.4,5,9,115,18,15,2,126,91,1.5,5.4,48,216
5919,10.79,418971.17,3843.77220,1.98873,3.31597,10.79439,0,16.31,109,2.9,17.2,5.5,9,16,18,15,2,46,48,1.65,10.92,48,216
5208,11.00,511185.02,3079.42783,2.05678,4.46816,10.99907,0,16.31,166,2.9,7.4,6.5,9,23,17,142,2,110,91,1.5,10.92,12.96,207
369,2.10,73836.38,1538.25792,1.45807,1.18979,2.10377,0,16.32,48,3.55,2.6,10,10,67,73,135,3,167,62,4.95,2.28,4.8,291
6007,12.44,627616.84,3922.60525,2.25372,4.29679,12.44483,0,16.32,160,2.9,16.8,5.5,9,115,18,15,2,46,91,1.65,10.8,47.04,48
7119,13.38,513742.36,4013.61219,2.15881,3.91291,13.38021,0,16.32,128,2.9,4.4,5,9,16,18,15,2,46,91,1.5,4.44,5.76,192
6339,11.91,463106.50,3589.97287,2.20602,3.73731,11.91448,0,16.32,129,3.15,3.4,5,9,129,17,15,2,192,22,1.65,12,8.16,120
6718,14.04,560441.66,4412.92646,2.28460,4.17529,14.04353,0,16.33,127,2.9,4.4,5,9,16,18,15,2,46,91,1.5,5.04,5.76,192
1092,-1.06,-20100.17,-124.07512,0.82995,-0.47168,-1.05698,0,16.33,162,0.85,6.6,16.5,2,82,122,28,18,267,87,1.95,2.52,26.4,156
6430,12.48,539960.00,4319.68000,2.62404,4.24687,12.47584,0,16.33,125,3.25,4.4,5,9,32,18,15,2,110,91,1.5,8.28,48,216
6479,12.48,539960.00,4319.68000,2.62404,4.24687,12.47584,0,16.33,125,3.25,4.4,5,9,64,18,15,2,110,91,1.5,8.28,48,216
5509,11.00,548076.21,4183.78786,2.29476,4.54825,10.99794,0,16.34,131,2.9,7,6.5,9,16,18,15,2,46,99,1.5,8.28,48,216
7375,14.18,627778.06,4185.18707,2.52691,4.26031,14.17759,0,16.34,150,2.9,4.4,5.5,9,115,18,15,2,46,93,1.65,5.04,17.76,216
3564,8.56,276459.07,1023.92248,1.43556,3.30631,8.56193,0,16.34,270,2.9,17.2,5.5,9,115,17,15,2,110,19,1.5,1.56,12.48,90
5810,11.97,586907.53,3668.17206,2.17002,4.08014,11.96954,0,16.34,160,2.9,17.2,5.5,9,104,18,15,2,46,91,1.65,8.28,48,216
5835,11.97,586907.53,3668.17206,2.17002,4.08014,11.96954,0,16.34,160,2.9,17.2,5.5,9,115,18,15,2,126,91,1.65,8.28,48,216
6122,11.97,586907.53,3668.17206,2.17002,4.08014,11.96954,0,16.34,160,2.9,17.2,5.5,9,115,18,15,2,110,91,1.65,8.28,48,216
6535,11.97,586907.53,3668.17206,2.17002,4.08014,11.96954,0,16.34,160,2.9,17.2,5.5,9,128,18,15,2,126,91,1.65,8.28,48,216
2003,4.19,92892.88,143.79703,1.16978,1.55813,4.19026,0,16.34,646,1.55,8,12,5,70,17,75,12,125,19,1.5,1.2,5.28,219
3651,6.36,82241.63,276.90785,1.35502,1.71813,6.36478,0,16.34,297,1.3,2.2,5,9,115,17,15,5,118,14,1.5,1.2,24,204
9344,15.48,544869.07,4223.79124,2.33464,4.10561,15.47684,0,16.35,129,3.15,4.4,5,9,16,17,127,2,190,93,1.65,4.68,5.28,120
11012,15.48,544869.07,4223.79124,2.33464,4.10561,15.47684,0,16.35,129,3.15,4.4,5,9,16,17,127,2,190,93,1.65,4.68,5.28,96
11086,15.48,544869.07,4223.79124,2.33464,4.10561,15.47684,0,16.35,129,3.15,4.4,5,9,43,17,127,2,192,93,1.65,4.68,5.28,168
6470,13.88,551506.52,3911.39376,2.47735,4.23581,13.87978,0,16.35,141,3.25,4.4,5,9,64,18,15,2,126,112,1.5,5.04,17.76,264
7292,13.53,610156.60,6041.15446,2.90689,4.00954,13.53475,0,16.35,101,2.9,4.4,5,9,16,18,15,2,286,69,1.65,12,44.16,264
5642,12.75,559720.84,4055.94812,2.33489,4.20535,12.74955,0,16.35,138,2.9,17.2,5,9,115,18,15,2,126,91,1.5,8.28,48,216
6200,11.73,369050.93,2774.81902,1.96952,3.08257,11.73241,0,16.35,133,2.9,4.4,5,9,64,17,30,2,286,125,1.5,4.44,12.48,207
10018,11.77,346226.00,2387.76552,1.78306,3.48650,11.77238,0,16.35,145,3.15,4.4,5,9,64,17,127,2,190,78,1.65,4.68,4.8,120
10063,11.77,346226.00,2387.76552,1.78306,3.48650,11.77238,0,16.35,145,3.15,4.4,5,9,64,17,127,2,254,78,1.65,4.68,4.8,120
6577,14.63,557293.19,4009.30353,2.47231,4.17447,14.63077,0,16.37,139,2.9,3.4,5,9,129,18,15,2,126,91,1.5,5.4,48,216
205,-0.09,-6111.70,-611.17000,0.78970,-0.14197,-0.08919,0,16.37,10,2.55,12.8,28,9,24,125,126,2,30,115,11.25,8.52,4.8,219
7219,14.40,498603.20,3462.52222,2.26434,4.28304,14.39719,0,16.37,144,3.25,4.4,5,9,64,17,15,5,126,91,1.5,5.04,48,177
6547,12.05,464262.09,3224.04229,2.20270,3.72660,12.04533,0,16.38,144,3.15,3.4,5,9,129,17,15,2,192,22,1.65,4.44,25.92,120
6223,13.03,571071.93,4079.08521,2.44696,4.22398,13.03202,0,16.38,140,2.9,4.4,5,9,64,18,15,2,126,91,1.5,8.28,48,216
6548,13.03,571071.93,4079.08521,2.44696,4.22398,13.03202,0,16.38,140,2.9,4.4,5,9,128,18,15,2,126,91,1.5,8.28,48,216
1544,1.64,31931.85,997.87031,1.84267,0.69864,1.64229,0,16.38,32,1.3,2.2,11,10,33,123,71,15,128,132,2.85,11.52,7.2,207
6242,12.58,547096.33,5065.70676,2.44298,4.16760,12.58226,0,16.38,108,2.9,17.2,5,9,16,18,15,2,126,91,1.5,8.28,48,216
10659,1.25,17219.43,70.57143,1.17309,0.36456,1.24623,0,16.38,244,2.9,5.6,6.5,0,101,17,15,5,30,14,14.55,6.96,32.16,33
6358,12.72,545240.86,5048.52648,2.40551,4.16126,12.71903,0,16.38,108,2.9,7.2,5,9,16,18,15,2,46,91,1.5,8.28,48,216
6735,14.07,459458.89,3960.85250,2.31455,3.48939,14.07330,0,16.39,116,3.25,4.4,5,9,32,17,15,2,110,91,1.5,4.92,25.92,177
