Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,RiskPerTradePct,MaxDailyLossPct,MaxWeeklyLossPct,AsianOpenHour,NYOpenHour,NYCloseHour,MinutesBeforeNYClose,AggressiveTrailHoursBeforeClose,NewsWindowMinutes,ATR_Period,ATR_Multiplier,PartialTakeProfitRR,ExtendedTakeProfitRR,NY_Precision_ADX_Level
4306,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,35,18,15,2,126,112,1.5,8.28,48,216
4536,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,115,18,15,2,126,112,1.5,8.28,48,216
4816,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,64,18,15,2,61,112,1.5,8.28,48,216
4744,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,115,18,15,2,46,112,1.5,8.28,48,264
5092,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,104,18,15,2,46,112,1.5,8.28,48,264
4949,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,115,18,15,2,126,112,1.5,8.28,24.96,216
5050,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,49,18,15,2,126,112,1.5,8.28,48,216
5300,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,115,18,15,2,110,112,1.5,8.28,48,264
5373,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,16.8,5.5,9,115,18,15,2,46,112,1.5,8.28,48,48
5387,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,19,18,15,2,126,112,1.5,8.28,48,264
5380,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,104,18,15,2,46,112,1.5,8.28,48,216
5460,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,115,18,15,2,110,112,1.5,8.28,48,216
5417,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,35,18,15,2,142,112,1.5,8.28,24.96,216
5519,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,128,18,15,2,126,112,1.5,8.28,48,216
5601,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,19,18,15,2,126,112,1.5,8.28,48,216
5951,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,35,18,15,2,46,112,1.5,8.28,48,264
5966,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,104,18,15,2,126,112,1.5,8.28,48,216
5949,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,115,18,15,2,61,112,1.5,8.28,48,216
5894,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,35,18,15,2,126,112,1.5,8.28,24.96,216
5939,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,115,18,15,2,46,112,1.5,8.28,48,216
6129,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,128,18,15,2,126,112,1.5,8.28,48,264
6070,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,17.2,5.5,9,128,18,15,2,126,112,1.5,8.28,24.96,216
6090,12.30,532129.16,3800.92257,2.40329,4.52021,12.30403,0,15.64,140,2.9,16.8,5.5,9,115,18,15,2,46,112,1.5,8.28,24.96,216
6072,12.19,533484.60,3783.57872,2.40109,4.52385,12.19044,0,15.64,141,2.9,17.2,5.5,9,115,18,15,2,126,112,1.5,6.96,12.48,186
2004,1.87,41571.35,91.56685,1.12256,0.78877,1.86764,0,15.64,454,2.25,3.8,42,5,94,17,128,18,246,131,2.85,11.52,7.2,66
5663,13.54,530479.37,3608.70320,2.27085,4.50365,13.54087,0,15.64,147,2.9,17.2,5.5,9,115,18,15,2,126,112,1.5,5.04,17.76,264
5935,13.54,530479.37,3608.70320,2.27085,4.50365,13.54087,0,15.64,147,2.9,17.2,5.5,9,64,18,15,2,126,112,1.5,5.04,17.76,264
6306,13.54,530479.37,3608.70320,2.27085,4.50365,13.54087,0,15.64,147,2.9,17.2,5.5,9,64,18,15,2,142,112,1.5,5.04,17.76,216
7880,14.22,439010.78,3689.16622,2.34772,3.62644,14.22245,0,15.64,119,3.25,3.6,5,9,43,17,15,2,110,91,1.5,4.68,8.16,177
3737,7.52,203830.80,828.58049,1.35147,2.76738,7.52460,0,15.65,246,2.9,17.2,5.5,9,115,17,15,2,110,48,1.65,1.56,27.84,39
1240,-0.11,-1455.04,-72.75200,0.95864,-0.03396,-0.11380,0,15.65,20,2.65,18.8,5.5,3,82,58,36,15,198,46,8.85,1.68,34.08,174
7663,2.17,34218.28,154.13640,1.14839,0.64893,2.17236,0,15.65,222,1.3,14.4,5,7,136,17,15,2,158,62,2.25,9.84,4.8,195
4102,11.67,453689.07,2783.36853,1.98462,4.77282,11.67311,0,15.65,163,2.95,17.2,5.5,9,16,17,142,2,110,91,1.5,4.44,20.16,204
5319,11.67,453689.07,2783.36853,1.98462,4.77282,11.67311,0,15.65,163,2.95,17.2,5.5,9,35,17,127,2,110,91,1.5,4.44,47.04,177
5491,11.67,453689.07,2783.36853,1.98462,4.77282,11.67311,0,15.65,163,2.95,17.2,5.5,9,16,17,142,2,110,91,1.5,4.44,24,204
5731,11.96,452006.54,2860.80089,2.00272,4.52488,11.96044,0,15.65,158,2.95,17.2,5.5,9,16,17,142,2,110,91,1.5,5.04,17.76,216
4789,11.35,430485.24,2547.24994,1.87709,4.57818,11.34866,0,15.65,169,2.95,17.2,5.5,9,16,17,142,2,110,91,1.5,4.44,6.24,183
9740,16.25,534219.95,4378.85205,2.47506,4.41418,16.24946,0,15.66,122,3.15,4.4,5,9,43,17,127,2,192,110,1.5,5.04,6.24,225
9787,16.25,534219.95,4378.85205,2.47506,4.41418,16.24946,0,15.66,122,3.15,4.4,5,9,123,17,127,2,192,110,1.5,5.04,6.24,168
9965,16.25,534219.95,4378.85205,2.47506,4.41418,16.24946,0,15.66,122,3.15,4.4,5,9,64,17,127,2,192,110,1.5,5.04,6.24,144
10056,16.25,534219.95,4378.85205,2.47506,4.41418,16.24946,0,15.66,122,3.15,4.4,5,9,64,17,127,2,192,110,1.5,5.04,6.24,129
10522,16.25,534219.95,4378.85205,2.47506,4.41418,16.24946,0,15.66,122,3.15,4.4,5,9,43,17,127,2,192,110,1.5,5.04,6.24,144
10496,16.25,534219.95,4378.85205,2.47506,4.41418,16.24946,0,15.66,122,3.15,4.4,5,9,64,17,127,2,190,110,1.5,5.04,6.24,120
10864,16.25,534219.95,4378.85205,2.47506,4.41418,16.24946,0,15.66,122,3.15,4.4,5,9,43,17,127,2,192,110,1.5,5.04,6.24,273
10798,16.25,534219.95,4378.85205,2.47506,4.41418,16.24946,0,15.66,122,3.15,4.4,5,9,115,17,142,2,192,110,1.5,5.04,6.24,129
10851,16.25,534219.95,4378.85205,2.47506,4.41418,16.24946,0,15.66,122,3.15,4.4,5,9,64,17,127,2,192,110,1.5,5.04,6.24,81
10922,16.25,534219.95,4378.85205,2.47506,4.41418,16.24946,0,15.66,122,3.15,4.4,5,9,64,17,127,2,192,110,1.5,5.04,6.24,96
10945,16.25,534219.95,4378.85205,2.47506,4.41418,16.24946,0,15.66,122,3.15,4.4,5,9,16,17,127,2,190,110,1.5,5.04,6.24,144
10973,16.25,534219.95,4378.85205,2.47506,4.41418,16.24946,0,15.66,122,3.15,4.4,5,9,128,17,127,2,193,110,1.5,5.04,6.24,144
11038,16.25,534219.95,4378.85205,2.47506,4.41418,16.24946,0,15.66,122,3.15,4.4,5,9,115,17,127,2,192,110,1.5,5.04,6.24,225
10943,16.25,534219.95,4378.85205,2.47506,4.41418,16.24946,0,15.66,122,3.15,4.4,5,9,43,17,127,2,192,110,1.5,5.04,6.24,129
11125,16.25,534219.95,4378.85205,2.47506,4.41418,16.24946,0,15.66,122,3.15,4.4,5,9,115,17,127,2,192,110,1.5,5.04,6.24,120
11079,16.25,534219.95,4378.85205,2.47506,4.41418,16.24946,0,15.66,122,3.15,4.4,5,9,128,17,127,2,192,110,1.5,5.04,6.24,81
11256,16.25,534219.95,4378.85205,2.47506,4.41418,16.24946,0,15.66,122,3.15,4.4,5,9,64,17,127,2,192,110,1.5,5.04,6.24,120
10150,14.61,472305.47,3689.88648,2.27583,4.29858,14.61292,0,15.66,128,3.15,4.4,5,9,43,17,127,2,192,110,1.5,4.92,5.76,144
10639,14.61,472305.47,3689.88648,2.27583,4.29858,14.61292,0,15.66,128,3.15,4.4,5,9,64,17,127,2,192,110,1.5,4.92,5.76,96
9206,16.26,543855.55,4608.94534,2.58865,4.43920,16.26168,0,15.66,118,3.15,4.4,5,9,128,17,127,2,193,110,1.5,5.04,8.16,120
9641,16.26,543855.55,4608.94534,2.58865,4.43920,16.26168,0,15.66,118,3.15,4.4,5,9,64,17,127,2,192,110,1.5,5.04,17.76,144
9729,16.26,543855.55,4608.94534,2.58865,4.43920,16.26168,0,15.66,118,3.15,4.4,5,9,59,17,127,2,192,110,1.5,5.04,17.76,168
10793,16.26,543855.55,4608.94534,2.58865,4.43920,16.26168,0,15.66,118,3.15,4.4,5,9,64,17,127,2,190,110,1.5,5.04,8.16,132
11011,16.26,543855.55,4608.94534,2.58865,4.43920,16.26168,0,15.66,118,3.15,4.4,5,9,43,17,127,2,192,110,1.5,5.04,8.16,120
9804,15.01,478293.19,3651.09305,2.26692,4.47284,15.01298,0,15.66,131,3.15,4.4,5,9,64,17,127,2,192,110,1.5,4.68,5.76,144
9828,15.01,478293.19,3651.09305,2.26692,4.47284,15.01298,0,15.66,131,3.15,4.4,5,9,43,17,127,2,192,110,1.5,4.68,5.76,144
10133,15.01,478293.19,3651.09305,2.26692,4.47284,15.01298,0,15.66,131,3.15,4.4,5,9,64,17,127,2,190,110,1.5,4.68,5.76,144
10776,15.01,478293.19,3651.09305,2.26692,4.47284,15.01298,0,15.66,131,3.15,4.4,5,9,43,17,127,2,192,110,1.5,4.68,5.76,96
10845,15.01,478293.19,3651.09305,2.26692,4.47284,15.01298,0,15.66,131,3.15,4.4,5,9,16,17,127,2,190,110,1.5,4.68,5.76,96
10794,15.01,478293.19,3651.09305,2.26692,4.47284,15.01298,0,15.66,131,3.15,4.4,5,9,64,17,127,2,192,110,1.5,4.68,5.76,96
11027,15.01,478293.19,3651.09305,2.26692,4.47284,15.01298,0,15.66,131,3.15,4.4,5,9,16,17,127,2,190,110,1.5,4.68,5.76,144
11008,15.01,478293.19,3651.09305,2.26692,4.47284,15.01298,0,15.66,131,3.15,4.4,5,9,75,17,127,2,192,110,1.5,4.68,5.76,96
9240,14.85,473115.93,3530.71590,2.14416,4.50741,14.85442,0,15.66,134,3.15,4.4,5,9,64,17,127,2,192,110,1.5,5.4,4.8,144
8357,14.61,472687.33,3664.24287,2.25942,4.28210,14.61369,0,15.66,129,3.15,4.4,5,9,16,17,127,2,192,110,1.5,5.04,5.76,120
10840,14.61,472687.33,3664.24287,2.25942,4.28210,14.61369,0,15.66,129,3.15,4.4,5,9,64,17,127,2,192,110,1.5,5.04,5.76,144
10492,13.85,448680.88,3373.54045,2.11383,4.05628,13.84714,0,15.66,133,3.15,4.4,5,9,16,17,127,2,190,110,1.5,5.4,5.76,144
10857,13.85,448680.88,3373.54045,2.11383,4.05628,13.84714,0,15.66,133,3.15,4.4,5,9,64,17,127,2,192,110,1.5,5.4,5.76,144
10683,16.17,529333.05,4374.65331,2.48372,4.39398,16.17255,0,15.66,121,3.15,4.4,5,9,64,17,127,2,190,110,1.5,4.92,6.24,144
9842,14.95,474454.26,3649.64815,2.27709,4.44376,14.95457,0,15.66,130,3.15,4.4,5,9,64,17,127,2,192,110,1.5,4.56,5.76,144
10993,14.76,467750.97,3598.08439,2.25356,4.42799,14.76493,0,15.66,130,3.15,4.6,5,9,43,17,127,2,193,110,1.5,4.56,5.76,144
8910,13.85,428955.94,3431.64752,2.21057,3.71191,13.84961,0,15.66,125,3.25,3.4,5,9,64,17,15,2,110,112,1.5,4.92,8.64,192
3314,8.96,377409.82,2259.93904,1.76438,3.40220,8.96275,0,15.66,167,2.9,17.2,5.5,9,115,17,15,2,118,17,1.65,10.92,5.76,204
6088,13.61,531697.80,4358.17869,2.86830,4.18264,13.61325,0,15.66,122,3.4,3.6,5,9,64,18,15,2,190,110,1.5,8.28,48,216
7455,1.85,30274.38,137.61082,1.13565,0.58127,1.84922,0,15.67,220,1.3,14.4,5,7,120,17,15,2,166,63,2.25,9.84,35.52,189
7672,14.01,464110.96,3933.14373,2.30452,3.69127,14.00612,0,15.67,118,3.25,4.4,5.5,9,32,17,15,2,110,91,1.5,5.04,10.08,168
1290,-0.30,-14457.08,-1314.28000,0.39605,-0.34934,-0.30417,0,15.67,11,2.1,4.2,12.5,2,136,162,122,8,234,20,10.95,8.04,48,216
10745,14.02,469127.22,3942.24555,2.52141,4.37360,14.01623,0,15.68,119,3.15,4.4,5,9,64,17,127,2,192,93,1.5,10.8,6.24,96
8797,15.45,491410.93,3931.28744,2.33067,4.20658,15.45473,0,15.68,125,3.15,4.4,5,9,64,17,63,2,192,93,1.5,5.4,6.24,168
7652,1.83,30187.80,135.98108,1.13312,0.57954,1.83103,0,15.68,222,1.3,14.4,5,7,136,17,15,2,158,62,2.25,9.84,12.48,195
8749,14.67,470914.54,3622.41954,2.39013,4.47886,14.66587,0,15.68,130,3.15,4.4,5,9,64,17,127,2,192,93,1.5,4.56,5.76,96
8122,14.56,455559.02,3425.25579,2.14279,4.22898,14.55505,0,15.68,133,3.15,4.4,5,9,64,17,63,2,192,93,1.5,5.4,5.76,96
5094,9.15,300307.67,1745.97483,1.64033,3.38704,9.15361,0,15.68,172,2.95,17.2,5.5,9,16,17,142,2,110,107,1.65,4.68,15.84,207
10869,14.72,471183.67,3596.82191,2.33144,4.41863,14.71724,0,15.68,131,3.15,4.4,5,9,64,17,127,2,192,93,1.5,4.68,5.76,96
10353,16.46,552480.81,4682.04076,2.62338,4.45325,16.46375,0,15.68,118,3.15,4.2,5,9,80,17,127,2,190,110,1.5,5.04,17.76,120
10122,11.35,358613.15,2328.65682,1.70635,3.61401,11.35180,0,15.68,154,3.15,4.2,5,9,80,17,127,2,190,110,1.5,4.68,4.8,120
11112,15.23,485722.43,3707.80481,2.29013,4.48518,15.22876,0,15.68,131,3.15,4.2,5,9,64,17,127,2,192,110,1.5,4.68,5.76,144
11087,16.45,542742.00,4448.70492,2.50674,4.42821,16.45350,0,15.68,122,3.15,4.2,5,9,43,17,127,2,192,110,1.5,5.04,6.24,96
4160,9.13,249391.83,989.65012,1.43836,3.17909,9.12585,0,15.68,252,2.9,17.2,5.5,9,115,17,18,2,110,48,1.65,1.44,12.48,159
2701,6.74,257229.54,942.23275,1.41650,2.79806,6.73879,0,15.68,273,3.4,3.6,28.5,8,25,17,30,10,192,14,1.5,10.92,5.76,204
5359,13.13,437995.57,3649.96308,2.16764,3.81654,13.12648,0,15.69,120,3.4,4.4,5,9,16,17,15,2,192,46,1.65,4.68,8.16,168
8947,12.90,360453.74,2838.21843,2.00016,3.26612,12.90286,0,15.69,127,3.4,3.6,5,9,112,17,15,2,190,109,1.5,5.4,6.24,177
5137,9.72,612938.61,3192.38859,2.04802,4.98450,9.71958,0,15.69,192,2.9,17.2,5.5,9,104,21,15,2,118,80,1.65,4.68,8.16,177
5623,12.58,533326.73,4848.42482,2.57711,4.57234,12.58257,0,15.70,110,2.9,2.6,5,9,128,21,15,2,118,112,1.5,8.28,5.28,180
8147,15.80,528694.43,4130.42523,2.40502,4.72126,15.80240,0,15.71,128,3.15,4.4,5,9,64,17,127,2,192,85,1.5,5.4,5.76,144
5041,11.84,423106.31,3000.75397,1.89965,4.13007,11.83768,0,15.72,141,2.9,2.6,5,9,128,21,15,2,118,91,1.5,4.44,4.8,180
5593,11.84,423106.31,3000.75397,1.89965,4.13007,11.83768,0,15.72,141,2.9,2.6,5,9,64,21,15,2,118,91,1.5,4.44,4.8,180
5882,12.34,565729.70,3822.49797,2.34308,4.82126,12.33608,0,15.72,148,2.9,17.2,5.5,9,115,18,15,2,126,91,1.5,6.96,12.48,186
5869,12.32,516611.87,4100.09421,2.26531,4.68846,12.32398,0,15.72,126,2.9,17.2,5.5,9,16,18,15,2,126,91,1.5,4.44,12.48,186
5222,12.67,596427.60,4321.93913,2.52180,4.94420,12.67367,0,15.72,138,2.9,17.6,5.5,9,35,18,15,2,46,91,1.5,6.96,48,216
6080,12.67,596427.60,4321.93913,2.52180,4.94420,12.67367,0,15.72,138,2.9,17.2,5.5,9,115,18,15,2,126,91,1.5,6.96,48,216
6214,12.67,596427.60,4321.93913,2.52180,4.94420,12.67367,0,15.72,138,2.9,17.6,5.5,9,115,18,15,2,46,91,1.5,6.96,48,216
5392,12.76,605951.69,4359.36468,2.51036,4.96723,12.75753,0,15.72,139,2.9,17.2,5.5,9,104,18,15,2,46,91,1.5,7.92,48,216
6092,12.76,605951.69,4359.36468,2.51036,4.96723,12.75753,0,15.72,139,2.9,17.2,5.5,9,35,18,15,2,126,91,1.5,7.92,48,216
6346,12.76,605951.69,4359.36468,2.51036,4.96723,12.75753,0,15.72,139,2.9,17.2,5.5,9,115,18,15,2,46,91,1.5,7.92,48,216
6681,13.54,592171.88,5334.88180,2.60928,4.91038,13.54223,0,15.72,111,2.9,17.2,5.5,9,16,18,15,2,126,91,1.5,5.4,48,216
5780,12.98,577799.49,4855.45790,2.46721,4.99742,12.98060,0,15.72,119,2.9,17.2,5.5,9,16,18,15,2,126,91,1.5,5.04,17.76,216
5711,13.25,629950.79,4564.86080,2.57253,5.05915,13.24832,0,15.72,138,2.9,17.2,5.5,9,115,18,15,2,110,91,1.5,6.36,48,216
6213,13.25,629950.79,4564.86080,2.57253,5.05915,13.24832,0,15.72,138,2.9,17.2,5.5,9,115,18,15,2,126,91,1.5,6.36,47.04,216
6568,13.25,629950.79,4564.86080,2.57253,5.05915,13.24832,0,15.72,138,2.9,17.2,5.5,9,115,18,15,2,126,91,1.5,6.36,17.76,216
6330,13.12,615657.57,5700.53306,2.69107,4.99013,13.11756,0,15.72,108,2.9,16.8,5.5,9,16,18,15,2,46,91,1.5,8.28,48,48
4673,12.25,583909.14,3649.43213,2.26745,4.96666,12.24585,0,15.72,160,2.9,17.2,5.5,9,115,18,15,2,126,91,1.5,5.04,17.76,216
5420,12.25,583909.14,3649.43213,2.26745,4.96666,12.24585,0,15.72,160,2.9,17.2,5.5,9,115,18,15,2,126,91,1.5,5.04,17.76,177
5630,12.25,583909.14,3649.43213,2.26745,4.96666,12.24585,0,15.72,160,2.9,16.8,5.5,9,115,18,15,2,46,91,1.5,5.04,17.76,48
5614,12.25,583909.14,3649.43213,2.26745,4.96666,12.24585,0,15.72,160,2.9,17.2,5.5,9,115,18,15,2,126,91,1.5,5.04,17.76,264
6139,12.25,583909.14,3649.43213,2.26745,4.96666,12.24585,0,15.72,160,2.9,16.8,5.5,9,115,18,15,2,46,91,1.5,5.04,48,48
6018,12.25,583909.14,3649.43213,2.26745,4.96666,12.24585,0,15.72,160,2.9,17.2,5.5,9,35,18,15,2,126,91,1.5,5.04,17.76,216
6197,12.25,583909.14,3649.43213,2.26745,4.96666,12.24585,0,15.72,160,2.9,17.2,5.5,9,131,18,15,2,126,91,1.5,5.04,17.76,177
6313,12.25,583909.14,3649.43213,2.26745,4.96666,12.24585,0,15.72,160,2.9,16.8,5.5,9,115,18,15,2,46,91,1.5,5.04,17.76,99
6274,12.25,583909.14,3649.43213,2.26745,4.96666,12.24585,0,15.72,160,2.9,17.2,5.5,9,115,18,15,2,61,91,1.5,5.04,48,216
4614,13.04,629605.79,4562.36080,2.55868,5.02229,13.03643,0,15.72,138,2.9,17.2,5.5,9,35,18,15,2,126,91,1.5,8.28,48,216
5551,13.04,629605.79,4562.36080,2.55868,5.02229,13.03643,0,15.72,138,2.9,17.2,5.5,9,115,18,15,2,126,91,1.5,8.28,48,216
5591,13.04,629605.79,4562.36080,2.55868,5.02229,13.03643,0,15.72,138,2.9,17.2,5.5,9,128,18,15,2,126,91,1.5,8.28,48,216
5974,13.04,629605.79,4562.36080,2.55868,5.02229,13.03643,0,15.72,138,2.9,16.8,5.5,9,115,18,15,2,46,91,1.5,8.28,48,48
5818,13.04,629605.79,4562.36080,2.55868,5.02229,13.03643,0,15.72,138,2.9,17.2,5.5,9,115,18,15,2,46,91,1.5,8.28,48,216
6134,13.04,629605.79,4562.36080,2.55868,5.02229,13.03643,0,15.72,138,2.9,16.8,5.5,9,115,18,15,2,46,91,1.5,8.28,48,216
6152,13.04,629605.79,4562.36080,2.55868,5.02229,13.03643,0,15.72,138,2.9,17.2,5.5,9,35,18,15,2,126,91,1.5,8.28,48,48
6005,13.04,629605.79,4562.36080,2.55868,5.02229,13.03643,0,15.72,138,2.9,17.2,5.5,9,51,18,15,2,46,91,1.5,8.28,48,216
6001,13.04,629605.79,4562.36080,2.55868,5.02229,13.03643,0,15.72,138,2.9,17.2,5.5,9,49,18,15,2,110,91,1.5,8.28,48,216
6087,13.04,629605.79,4562.36080,2.55868,5.02229,13.03643,0,15.72,138,2.9,17.2,5.5,9,115,18,15,2,61,91,1.5,8.28,48,216
6398,13.04,629605.79,4562.36080,2.55868,5.02229,13.03643,0,15.72,138,2.9,16.8,5.5,9,35,18,15,2,46,91,1.5,8.28,48,216
6536,13.04,629605.79,4562.36080,2.55868,5.02229,13.03643,0,15.72,138,2.9,17.2,5.5,9,35,18,15,2,126,91,1.5,8.28,48,192
6462,13.04,629605.79,4562.36080,2.55868,5.02229,13.03643,0,15.72,138,2.9,17.2,5.5,9,64,18,15,2,126,91,1.5,8.28,48,216
5638,12.94,615528.87,5699.34139,2.69064,4.98983,12.94123,0,15.72,108,2.9,17.2,5.5,9,16,18,15,2,126,91,1.5,8.28,48,216
6290,12.94,615528.87,5699.34139,2.69064,4.98983,12.94123,0,15.72,108,2.9,17.2,5.5,9,16,18,15,2,126,91,1.5,8.28,17.76,216
5364,12.14,517553.32,3275.65392,2.12858,4.57116,12.14443,0,15.72,158,2.9,17.2,5.5,9,115,18,15,2,110,91,1.5,4.44,47.52,177
5640,12.14,517553.32,3275.65392,2.12858,4.57116,12.14443,0,15.72,158,2.9,17.2,5.5,9,35,18,15,2,126,91,1.5,4.44,17.76,216
5794,12.14,517553.32,3275.65392,2.12858,4.57116,12.14443,0,15.72,158,2.9,17.2,5.5,9,115,18,15,2,46,91,1.5,4.44,17.76,216
6387,12.14,517553.32,3275.65392,2.12858,4.57116,12.14443,0,15.72,158,2.9,17.2,5.5,9,115,18,15,2,110,91,1.5,4.44,25.92,207
6421,12.14,517553.32,3275.65392,2.12858,4.57116,12.14443,0,15.72,158,2.9,17.2,5.5,9,115,18,15,2,110,91,1.5,4.44,48,216
5753,12.66,592259.41,5433.57257,2.63674,4.93381,12.66127,0,15.72,109,2.9,17.2,5.5,9,16,18,15,2,46,91,1.5,7.92,48,216
4736,11.97,520332.52,3172.75927,2.14070,4.71492,11.96543,0,15.72,164,2.9,17.2,5.5,9,35,18,15,2,126,91,1.5,4.44,12.48,186
5748,11.97,520332.52,3172.75927,2.14070,4.71492,11.96543,0,15.72,164,2.9,17.2,5.5,9,115,18,15,2,126,91,1.5,4.44,12.48,186
4624,11.89,518587.64,3201.15827,2.16750,4.70972,11.88632,0,15.72,162,2.9,17.2,5.5,9,115,18,15,2,126,91,1.5,4.44,9.6,213
5724,11.89,518587.64,3201.15827,2.16750,4.70972,11.88632,0,15.72,162,2.9,17.2,5.5,9,35,18,15,2,126,91,1.5,4.44,9.6,213
5778,13.62,605824.72,4296.62922,2.48561,4.94323,13.61866,0,15.72,141,2.9,17.2,5.5,9,115,18,15,2,126,91,1.5,5.4,48,216
6104,13.62,605824.72,4296.62922,2.48561,4.94323,13.61866,0,15.72,141,2.9,17.2,5.5,9,35,18,15,2,126,91,1.5,5.4,48,216
6095,13.62,605824.72,4296.62922,2.48561,4.94323,13.61866,0,15.72,141,2.9,17.6,5.5,9,35,18,15,2,46,91,1.5,5.4,48,216
10303,9.06,243295.82,1579.84299,1.53319,2.88109,9.06113,0,15.73,154,3.15,4.2,5,9,115,17,127,2,190,110,1.65,4.68,4.8,168
737,1.31,36339.54,1397.67462,1.93143,0.78555,1.30625,0,15.73,26,2.85,2.8,24,2,55,86,115,3,246,65,4.95,1.8,20.16,186
5070,9.91,289449.52,1242.27262,1.54656,3.68291,9.91074,0,15.74,233,2.9,17.2,5.5,9,16,17,15,2,118,99,1.5,1.32,24,204
4942,8.43,292935.83,1775.36867,1.63097,3.33521,8.42705,0,15.74,165,2.95,17.2,5.5,9,16,17,142,2,110,91,1.5,12,47.04,204
9951,10.59,302609.17,2101.45257,1.68996,3.21159,10.58910,0,15.74,144,3.15,4.4,5,9,64,17,127,2,192,110,1.65,4.68,5.76,144
10986,10.59,302609.17,2101.45257,1.68996,3.21159,10.58910,0,15.74,144,3.15,4.4,5,9,115,17,127,2,192,110,1.65,4.68,5.76,144
783,0.16,2757.59,91.91967,1.05906,0.06491,0.15950,0,15.74,30,2.35,17.6,22.5,3,94,47,58,8,164,53,8.55,1.56,10.56,210
3729,6.53,226363.74,802.70830,1.57611,3.93049,6.52711,0,15.74,282,1.15,4.2,5.5,8,104,21,82,2,99,14,1.5,10.8,5.76,144
3747,6.58,228807.81,811.37521,1.58042,3.95939,6.58085,0,15.74,282,1.15,4.2,5.5,8,104,21,82,2,99,14,1.5,11.16,5.76,144
3751,0.73,11196.29,29.15701,1.05464,0.25267,0.73017,0,15.74,384,0.5,2,17.5,0,55,17,15,2,30,17,1.5,6.96,15.84,177
377,-0.54,-6885.46,-14.64992,0.93735,-0.16417,-0.54302,0,15.75,470,2.25,5,41,3,129,26,23,16,102,119,10.95,6.84,20.64,150
7038,13.83,592550.79,5590.10179,2.76759,4.57606,13.82720,0,15.75,106,3.25,4.4,5,9,16,18,15,2,110,91,1.65,5.4,44.16,216
7035,12.99,569695.22,4011.93817,2.50177,4.85073,12.99415,0,15.75,142,3.25,4.4,5,9,64,18,15,2,110,91,1.65,5.04,17.76,216
261,-0.58,-24807.48,-2067.29000,0.35721,-0.62970,-0.58107,0,15.75,12,2.45,17.4,44.5,6,117,133,24,6,254,56,12.75,6.24,48,51
5406,9.43,477017.33,2433.76189,1.65682,3.88540,9.43131,0,15.75,196,2.9,7.2,5,9,64,21,15,2,118,91,1.5,4.44,4.8,180
5179,9.72,153298.77,744.16879,1.77036,3.27411,9.71985,0,15.78,206,1.3,2.2,5,9,115,17,15,2,61,93,1.5,1.92,12.48,99
6245,10.16,367054.04,2890.18929,1.89218,3.44417,10.15872,0,15.78,127,3.25,4.4,5,9,16,17,15,2,110,24,1.65,11.16,5.76,192
7096,10.16,367054.04,2890.18929,1.89218,3.44417,10.15872,0,15.78,127,3.25,4.4,5,9,16,17,15,2,110,24,1.65,11.16,5.76,240
1930,3.99,38742.55,109.44223,1.23923,0.83784,3.99251,0,15.79,354,1.55,2.2,5,9,115,17,119,14,125,128,2.85,4.68,47.52,267
